Version C section 4's registered prediction · hartmann6 vs hill
  hartmann6 is multimodal with disconnected superlevel sets, so a single inscribed box is bounded by the largest component; hill is unimodal and has one component, so the decomposition has nothing to recover

[ 265/300] hartmann6   versionb   d=6 s=0.1 seed=13 comps 0..0 (1.3s)
[ 266/300] hartmann6   lhs        d=6 s=0.1 seed=13 comps 0..0 (0.9s)
[ 267/300] hartmann6   qlognei    d=6 s=0.1 seed=13 comps 0..4 (10.9s)
[ 268/300] hartmann6   versionb   d=6 s=0.1 seed=14 comps 0..0 (1.3s)
[ 269/300] hartmann6   lhs        d=6 s=0.1 seed=14 comps 0..0 (0.9s)
[ 270/300] hartmann6   qlognei    d=6 s=0.1 seed=14 comps 0..2 (8.7s)
[ 271/300] hartmann6   versionb   d=6 s=0.1 seed=15 comps 0..0 (1.4s)
[ 272/300] hartmann6   lhs        d=6 s=0.1 seed=15 comps 0..0 (0.9s)
[ 273/300] hartmann6   qlognei    d=6 s=0.1 seed=15 comps 0..4 (8.5s)
[ 274/300] hartmann6   versionb   d=6 s=0.1 seed=16 comps 0..0 (1.3s)
[ 275/300] hartmann6   lhs        d=6 s=0.1 seed=16 comps 0..0 (0.9s)
[ 276/300] hartmann6   qlognei    d=6 s=0.1 seed=16 comps 1..1 (9.4s)
[ 277/300] hartmann6   versionb   d=6 s=0.1 seed=17 comps 0..0 (1.4s)
[ 278/300] hartmann6   lhs        d=6 s=0.1 seed=17 comps 0..0 (1.2s)
[ 279/300] hartmann6   qlognei    d=6 s=0.1 seed=17 comps 0..5 (10.8s)
[ 280/300] hartmann6   versionb   d=6 s=0.1 seed=18 comps 0..1 (1.4s)
[ 281/300] hartmann6   lhs        d=6 s=0.1 seed=18 comps 0..0 (0.9s)
[ 282/300] hartmann6   qlognei    d=6 s=0.1 seed=18 comps 0..3 (10.4s)
[ 283/300] hartmann6   versionb   d=6 s=0.1 seed=19 comps 0..3 (1.4s)
[ 284/300] hartmann6   lhs        d=6 s=0.1 seed=19 comps 0..0 (0.9s)
[ 285/300] hartmann6   qlognei    d=6 s=0.1 seed=19 comps 0..2 (10.1s)
[ 286/300] hartmann6   versionb   d=6 s=0.1 seed=20 comps 0..0 (1.3s)
[ 287/300] hartmann6   lhs        d=6 s=0.1 seed=20 comps 0..0 (0.9s)
[ 288/300] hartmann6   qlognei    d=6 s=0.1 seed=20 comps 0..4 (11.4s)
[ 289/300] hartmann6   versionb   d=6 s=0.1 seed=21 comps 0..6 (1.7s)
[ 290/300] hartmann6   lhs        d=6 s=0.1 seed=21 comps 0..0 (0.9s)
[ 291/300] hartmann6   qlognei    d=6 s=0.1 seed=21 comps 0..2 (8.2s)
[ 292/300] hartmann6   versionb   d=6 s=0.1 seed=22 comps 0..4 (1.5s)
[ 293/300] hartmann6   lhs        d=6 s=0.1 seed=22 comps 0..0 (0.9s)
[ 294/300] hartmann6   qlognei    d=6 s=0.1 seed=22 comps 0..13 (11.1s)
[ 295/300] hartmann6   versionb   d=6 s=0.1 seed=23 comps 0..0 (1.3s)
[ 296/300] hartmann6   lhs        d=6 s=0.1 seed=23 comps 0..0 (0.9s)
[ 297/300] hartmann6   qlognei    d=6 s=0.1 seed=23 comps 0..0 (7.5s)
[ 298/300] hartmann6   versionb   d=6 s=0.1 seed=24 comps 0..1 (1.3s)
[ 299/300] hartmann6   lhs        d=6 s=0.1 seed=24 comps 0..0 (0.9s)
[ 300/300] hartmann6   qlognei    d=6 s=0.1 seed=24 comps 0..1 (6.8s)

family        components    box gain      n
hill                2.00     0.00045    600
hartmann6           0.27     0.00005    600

PREDICTION DOES NOT HOLD
